-2.8565978993e-06,2.32768793651e-06
-3.03996585488e-06,2.42010436678e-06
-2.67382471306e-06,2.61700858755e-06
4.51682192994e-06,-9.81466509344e-07
-1.94948771121e-07,-3.23310370503e-06
-2.06650345853e-06,2.57208543751e-06
5.0761959472e-07,4.43651681141e-06
5.0983017388e-06,-9.12209984635e-07
3.5089894885e-07,-2.68062282201e-06
3.26374955267e-06,-1.83466572987e-06
-2.02861823565e-06,2.59506929305e-06
-1.9964955528e-06,2.99314914934e-06
5.0776497982e-07,6.42322324069e-06
-3.8517945685e-06,1.83282123145e-06
1.92151065769e-07,6.37123600155e-06
7.69800646243e-07,6.07427400912e-06
-4.29559188746e-07,5.53616264761e-06
4.16638723347e-06,-9.18337156084e-07
3.44420568177e-07,-5.18309028861e-06
4.50830053702e-06,-1.21164851874e-06
4.36000791286e-06,-2.1584995171e-06
5.49505426198e-06,-5.1423296384e-07
-8.54970782799e-06,-3.31102710621e-06
4.65893581633e-06,-1.07979101913e-06
5.74595236354e-07,5.77846455251e-06
1.61415188049e-06,-2.525158131e-06
2.13326083299e-06,-1.8143085502e-06
-5.44153669487e-06,-1.10859489909e-06
2.15919064327e-06,4.42297741886e-06
-8.04725646191e-07,3.4176458778e-06
-6.30055567543e-08,-3.51508812621e-06
2.48592983138e-06,-4.68999288361e-06
-3.36655021501e-06,7.92690535982e-07
2.24458326988e-06,6.33871737018e-06
-8.5790685578e-07,-2.69713276223e-06
-8.06075375667e-07,-1.95455208129e-06
2.96080164973e-06,-3.13451962753e-07
-1.50427795248e-06,3.47899124544e-06
7.95692025077e-07,-1.51061624425e-06
-7.34056731689e-06,-3.65467098407e-06
-5.29446198198e-06,6.00176229281e-07
3.58528385127e-06,-2.99838752852e-06
-2.70547867433e-06,1.92509800829e-06
-5.58505863085e-06,-8.56741887002e-07
-5.96413610745e-06,-2.20209078874e-06
3.15632178242e-08,-5.53318502196e-07
-6.19481294728e-06,-1.64847999099e-06
-4.39665455276e-06,1.98161033172e-07
3.86777323994e-06,-1.23416391764e-08
3.48916312163e-06,-1.24689853477e-06
5.13319582627e-07,4.11029721217e-06
-2.03266141458e-06,2.80713199175e-06
-3.25069820095e-06,3.40141281191e-06
3.17689376898e-06,-2.08002089412e-06
-5.2383929616e-08,-7.53453191032e-07
1.24455763905e-06,-2.73275651018e-06
7.02938422958e-07,-5.14334838272e-06
-3.74438856919e-06,1.07879321595e-06
-1.33068505218e-06,-1.87062406328e-06
3.79939351243e-06,-4.04470051396e-07
4.12589053605e-06,-4.60467467732e-07
1.86854815075e-06,7.17491488497e-06
2.31975178856e-07,-2.14021705591e-06
-8.25451799012e-07,-2.83540413325e-06
3.2561954179e-06,-9.13431005629e-07
-2.26260244771e-06,1.36328624034e-06
-5.34032496929e-06,2.22138112034e-06
3.95612273049e-06,8.39831325988e-07
3.68328065706e-06,-2.37780578891e-08
3.66771581487e-06,6.17175991295e-07
-5.94685543307e-07,1.09760139774e-07
-2.83977112317e-06,-6.48037882727e-06
3.29054797898e-06,-1.51339620321e-06
3.31640898242e-07,-5.95615258357e-07
-2.09848676541e-06,4.34865663475e-07
1.49821945684e-07,-3.13206135472e-06
-4.87775433652e-06,-3.70690870722e-06
5.22659813391e-06,-1.58772418476e-07
2.5099397909e-06,-8.05736201057e-08
5.04129173597e-06,-9.86035011954e-08
1.78598351522e-06,-1.26441252639e-06
4.68965320092e-07,3.59834804429e-06
-5.6504107801e-06,-1.98935179025e-06
5.57859756996e-06,1.22173131638e-06
-3.47367027185e-07,5.90690398758e-06
4.28598459952e-06,-1.56948511796e-06
3.18443273819e-07,-3.78760820775e-06
2.71045812116e-07,-1.49153666539e-06
-3.99158286245e-06,2.17043236033e-06
4.35915261113e-06,1.9476975313e-06
4.01675538063e-06,2.0678635898e-06
-6.12217492995e-07,-2.18991031436e-06
3.02192022438e-06,3.66147966372e-07
